date,time,zoneCalendarEvent,zoneAveTemp,outdoorTemp,zoneCoolTemp,zoneHeatTemp,zoneHvacMode,zoneOccupancy,zoneHumidity,zoneHumidityLow,zoneHumidityHigh,auxHeat1,auxHeat2,auxHeat3,compCool1,compCool2,compHeat1,compHeat2,dehumidifier,dmOffset,economizer,fan,humidifier,outdoorHumidity,kW,kWh
4/5/2016,18:30:00,DR1,74.4,46.9,81,73,compressorHeatOff,0,40,0,0,0,0,0,0,0,0,0,0,,0,0,0,53,0,0
4/5/2016,18:35:00,DR1,74.3,46.9,81,73,compressorHeatOff,0,40,0,0,0,0,0,0,0,0,0,0,,0,0,0,53,0,0
4/5/2016,18:40:00,DR1,74.2,46.9,81,73,compressorHeatOff,0,40,0,0,0,0,0,0,0,0,0,0,,0,0,0,53,0,0
4/5/2016,18:45:00,DR1,74.1,46.9,81,73,compressorHeatOff,0,40,0,0,0,0,0,0,0,0,0,0,,0,0,0,53,0,0
4/5/2016,18:50:00,DR1,74,46.9,81,73,compressorHeatOff,0,40,0,0,0,0,0,0,0,0,0,0,,0,0,0,53,0,0
4/5/2016,18:55:00,DR1,73.9,46.9,81,73,compressorHeatOff,0,40,0,0,0,0,0,0,0,0,0,0,,0,0,0,53,0,0
4/5/2016,19:00:00,DR1,73.7,46.9,81,73,compressorHeatOff,0,40,0,0,0,0,0,0,0,0,0,0,,0,0,0,53,0,0
4/5/2016,19:05:00,DR1,73.6,46.9,81,73,compressorHeatOff,0,40,0,0,0,0,0,0,0,0,0,0,,0,0,0,53,2.87,0.24
4/5/2016,19:10:00,DR1,73.4,46.9,81,73,compressorHeatOff,0,40,0,0,0,0,0,0,0,0,0,0,,0,0,0,53,2.87,0.24
4/5/2016,19:15:00,DR1,73.3,46.9,81,73,compressorHeatOn,0,40,0,0,0,0,0,0,0,0,0,0,,0,0,0,53,2.87,0.24
4/5/2016,19:20:00,DR1,73.3,46.9,81,73,compressorHeatOn,0,40,0,0,0,0,0,0,0,0,0,0,,0,0,0,53,2.87,0.24
4/5/2016,19:25:00,DR1,73.3,46.9,81,73,compressorHeatOn,0,40,0,0,0,0,0,0,0,0,0,0,,0,0,0,53,2.87,0.24
4/5/2016,19:30:00,DR1,73.3,46.9,81,73,compressorHeatOn,0,40,0,0,0,0,0,0,0,0,0,0,,0,0,0,53,2.87,0.24
4/5/2016,19:35:00,DR1,73.4,46.9,81,73,compressorHeatOn,0,40,0,0,0,0,0,0,0,0,0,0,,0,0,0,53,2.87,0.24
4/5/2016,19:40:00,DR1,73.3,46.9,81,73,compressorHeatOff,0,40,0,0,0,0,0,0,0,0,0,0,,0,0,0,53,0,0
4/5/2016,19:45:00,DR1,73.4,46.9,81,73,compressorHeatOff,0,41,0,0,0,0,0,0,0,0,0,0,,0,0,0,53,0,0
4/5/2016,19:50:00,DR1,73.4,46.9,81,73,compressorHeatOff,0,41,0,0,0,0,0,0,0,0,0,0,,0,0,0,53,0,0
